image,response,input_tokens,output_tokens,error_code,error_message
"3755.jpg","Common Name: Ferruginous Hawk Scientific Name: Buteo regalis","368","18","",""
"3756.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","332","18","",""
"3757.jpg","Common Name: Snowy Plover Scientific Name: Charadrius nivosus","332","20","",""
"3758.jpg","Common Name: Western Grebe Scientific Name: Aechmophorus occidentalis","332","20","",""
"3759.jpg","Common Name: Red Bishop Scientific Name: Euplectes orix","314","17","",""
"376.jpg","Common Name: Anhinga Scientific Name: Anhinga anhinga","332","21","",""
"3760.jpg","Common Name: Semipalmated Sandpiper Scientific Name: Calidris pusilla","314","21","",""
"3761.jpg","Common Name: Steller's Jay Scientific Name: Cyanocitta stelleri","386","19","",""
"3762.jpg","Common Name: Masked Lapwing Scientific Name: Vanellus miles","314","17","",""
"3763.jpg","Common Name: Spotted Dove Scientific Name: Spilopelia chinensis","332","18","",""
"3764.jpg","Common Name: Baird's Sandpiper Scientific Name: Calidris bairdii","314","22","",""
"3765.jpg","Common Name: Northern Harrier Scientific Name: Circus hudsonius","332","16","",""
"3766.jpg","Common Name: Asian Paradise Flycatcher Scientific Name: Terpsiphone paradisi","314","19","",""
"3767.jpg","Common Name: Grey Wagtail Scientific Name: Motacilla cinerea","368","17","",""
"3768.jpg","Common Name: Superb Starling Scientific Name: Lamprotornis superbus","332","19","",""
"3769.jpg","Common Name: Purple Martin Scientific Name: Progne subis","278","15","",""
"377.jpg","Common Name: American White Ibis Scientific Name: Eudocimus albus","296","19","",""
"3770.jpg","Common Name: European Magpie Scientific Name: Pica pica","332","16","",""
"3771.jpg","Common Name: Red-winged Blackbird Scientific Name: Agelaius phoeniceus","314","22","",""
"3772.jpg","Common Name: Ruffed Grouse Scientific Name: Bonasa umbellus","278","19","",""
"3773.jpg","Common Name: European Hare Scientific Name: Lepus europaeus","332","18","",""
"3774.jpg","Common Name: Golden Eagle Scientific Name: Aquila chrysaetos","332","18","",""
"3775.jpg","Common Name: Tufted Duck Scientific Name: Aythya fuligula","314","19","",""
"3776.jpg","Common Name: Dunnock Scientific Name: Prunella modularis","314","16","",""
"3777.jpg","Common Name: Tufted Duck Scientific Name: Aythya fuligula","314","19","",""
"3778.jpg","Common Name: Vesper Sparrow Scientific Name: Pooecetes gramineus","314","20","",""
"3779.jpg","Common Name: Sanderling Scientific Name: Calidris alba","386","17","",""
"378.jpg","Common Name: Coscoroba Swan Scientific Name: Coscoroba coscoroba","314","19","",""
"3780.jpg","Common Name: Red-billed Firefinch Scientific Name: Lagonosticta senegala","332","23","",""
"3781.jpg","Common Name: European Robin Scientific Name: Erithacus rubecula","314","17","",""
"3782.jpg","Common Name: American Crow Scientific Name: Corvus brachyrhynchos","332","20","",""
"3783.jpg","Common Name: Streaked Flycatcher Scientific Name: Myiodynastes maculatus","296","22","",""
"3784.jpg","Common Name: Peregrine Falcon Scientific Name: Falco peregrinus","296","19","",""
"3785.jpg","Common Name: Lazuli Bunting Scientific Name: Passerina amoena","332","18","",""
"3786.jpg","Common Name: Northern Harrier Scientific Name: Circus hudsonius","332","16","",""
"3787.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","422","21","",""
"3788.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","332","20","",""
"3789.jpg","Common Name: Ringed Kingfisher Scientific Name: Megaceryle torquata","296","21","",""
"379.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","350","21","",""
"3790.jpg","Common Name: Rufous-bellied Thrush Scientific Name: Turdus rufiventris","314","23","",""
"3791.jpg","Common Name: Egyptian Goose Scientific Name: Alopochen aegyptiaca","314","20","",""
"3792.jpg","Common Name: Great Black-backed Gull Scientific Name: Larus marinus","314","18","",""
"3793.jpg","Common Name: Eurasian Nuthatch Scientific Name: Sitta europaea","350","18","",""
"3794.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","332","17","",""
"3795.jpg","Common Name: Black-headed Gull Scientific Name: Chroicocephalus ridibundus","314","22","",""
"3796.jpg","Common Name: Pied-billed Grebe Scientific Name: Podilymbus podiceps","332","20","",""
"3797.jpg","Common Name: Eastern Bluebird Scientific Name: Sialia sialis","278","17","",""
"3798.jpg","Common Name: European Magpie Scientific Name: Pica pica","368","16","",""
"3799.jpg","Common Name: Northern Wheatear Scientific Name: Oenanthe oenanthe","314","19","",""
"38.jpg","Common Name: Common Raven Scientific Name: Corvus corax","278","16","",""
"380.jpg","Common Name: Lazuli Bunting Scientific Name: Passerina amoena","332","18","",""
"3800.jpg","Common Name: Changeable Hawk-Eagle Scientific Name: Spizaetus cirrhatus","350","20","",""
"3801.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","332","16","",""
"3802.jpg","Common Name: Eastern Towhee Scientific Name: Pipilo erythrophthalmus","332","19","",""
"3803.jpg","Common Name: Black-crested Titmouse Scientific Name: Baeolophus atricristatus","422","24","",""
"3804.jpg","Common Name: Rock Pipit Scientific Name: Anthus petrosus","332","17","",""
"3805.jpg","Common Name: European Serin Scientific Name: Serinus serinus","332","16","",""
"3806.jpg","Common Name: Semipalmated Plover Scientific Name: Charadrius semipalmatus","332","23","",""
"3807.jpg","Common Name: Great Egret Scientific Name: Ardea alba","260","16","",""
"3808.jpg","Common Name: Wattled Jacana Scientific Name: Jacana jacana","332","17","",""
"3809.jpg","Common Name: Black Wood Hoopoe Scientific Name: Phoeniculus damarensis","314","22","",""
"381.jpg","Common Name: Black Oystercatcher Scientific Name: Haematopus bachmani","314","19","",""
"3810.jpg","Common Name: Northern Rough-winged Swallow Scientific Name: Stelgidopteryx serripennis","332","24","",""
"3811.jpg","Common Name: Wilson's Phalarope Scientific Name: Phalaropus tricolor","314","19","",""
"3812.jpg","Common Name: Common Cuckoo Scientific Name: Cuculus canorus","404","18","",""
"3813.jpg","Common Name: Eurasian Nuthatch Scientific Name: Sitta europaea","332","18","",""
"3814.jpg","Common Name: White-rumped Shama Scientific Name: Copsychus malabaricus","314","21","",""
"3815.jpg","Common Name: Red-whiskered Bulbul Scientific Name: Pycnonotus jocosus","314","23","",""
"3816.jpg","Common Name: Rufescent Tiger-Heron Scientific Name: Tigrisoma lineatum","332","21","",""
"3817.jpg","Common Name: White-collared Kingbird Scientific Name: Tyrannus albogularis","332","22","",""
"3818.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","386","20","",""
"3819.jpg","Common Name: Northern Rough-winged Swallow Scientific Name: Stelgidopteryx serripennis","314","24","",""
"382.jpg","Common Name: Grey Wagtail Scientific Name: Motacilla cinerea","332","17","",""
"3820.jpg","Common Name: Prairie Warbler Scientific Name: Setophaga discolor","314","17","",""
"3821.jpg","Common Name: Sanderling Scientific Name: Calidris alba","332","17","",""
"3822.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","278","20","",""
"3823.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","332","20","",""
"3824.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","332","20","",""
"3825.jpg","Common Name: Chipping Sparrow Scientific Name: Spizella passerina","332","18","",""
"3826.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","332","20","",""
"3827.jpg","Common Name: Common Whitethroat Scientific Name: Sylvia communis","332","16","",""
"3828.jpg","Common Name: Green Jay Scientific Name: Cyanocorax yncas","332","18","",""
"3829.jpg","Common Name: Cliff Swallow Scientific Name: Petrochelidon pyrrhonota","314","20","",""
"383.jpg","Common Name: Black-chinned Hummingbird Scientific Name: Archilochus alexandri","422","22","",""
"3830.jpg","Common Name: Sanderling Scientific Name: Calidris alba","314","17","",""
"3831.jpg","Common Name: Mute Swan Scientific Name: Cygnus olor","332","17","",""
"3832.jpg","Common Name: Song Sparrow Scientific Name: Melospiza melodia","368","17","",""
"3833.jpg","Common Name: Barnacle Goose Scientific Name: Branta leucopsis","332","17","",""
"3834.jpg","Common Name: Pink-footed Goose Scientific Name: Anser brachyrhynchus","314","21","",""
"3835.jpg","Common Name: Superb Starling Scientific Name: Lamprotornis superbus","314","19","",""
"3836.jpg","Common Name: Summer Tanager Scientific Name: Piranga rubra","314","16","",""
"3837.jpg","Common Name: Willet Scientific Name: Tringa semipalmata","314","18","",""
"3838.jpg","Common Name: Yellow-billed Magpie Scientific Name: Pica nuttalli","332","19","",""
"3839.jpg","Common Name: Savannah Sparrow Scientific Name: Passerculus sandwichensis","314","17","",""
"384.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","314","19","",""
"3840.jpg","Common Name: Great Skua Scientific Name: Stercorarius skua","314","17","",""
"3841.jpg","Common Name: Common Kestrel Scientific Name: Falco tinnunculus","314","19","",""
"3842.jpg","Common Name: Tundra Swan Scientific Name: Cygnus columbianus","332","18","",""
"3843.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","314","16","",""
"3844.jpg","Common Name: Eurasian Blackcap Scientific Name: Sylvia atricapilla","278","17","",""
"3845.jpg","Common Name: Social Flycatcher Scientific Name: Myiozetetes similis","314","19","",""
"3846.jpg","Common Name: Long-tailed Sylph Scientific Name: Aglaiocercus kingii","314","23","",""
"3847.jpg","Common Name: Red-cheeked Cordonbleu Scientific Name: Uraeginthus bengalus","332","24","",""
"3848.jpg","Common Name: Great Spotted Woodpecker Scientific Name: Dendrocopos major","332","21","",""
"3849.jpg","Common Name: Yellow-fronted Canary Scientific Name: Serinus mozambicus","314","18","",""
"385.jpg","Common Name: Eastern Phoebe Scientific Name: Sayornis phoebe","332","19","",""
"3850.jpg","Common Name: Canada Goose Scientific Name: Branta canadensis","314","16","",""
"3851.jpg","Common Name: Townsend's Warbler Scientific Name: Setophaga townsendi","296","19","",""
"3852.jpg","Common Name: Common Grackle Scientific Name: Quiscalus quiscula","332","18","",""
"3853.jpg","Common Name: Green-crowned Brilliant Scientific Name: Heliodoxa jacula","332","19","",""
"3854.jpg","Common Name: Belted Kingfisher Scientific Name: Megaceryle alcyon","422","21","",""
"3855.jpg","Common Name: European Robin Scientific Name: Erithacus rubecula","296","17","",""
"3856.jpg","Common Name: Brown Shrike Scientific Name: Lanius cristatus","332","17","",""
"3857.jpg","Common Name: Yellow-bellied Sapsucker Scientific Name: Sphyrapicus varius","332","22","",""
"3858.jpg","Common Name: Black-winged Stilt Scientific Name: Himantopus himantopus","278","20","",""
"3859.jpg","Common Name: Eurasian coot Scientific Name: Fulica atra","332","17","",""
"386.jpg","Common Name: Martial Eagle Scientific Name: Polemaetus bellicosus","404","17","",""
"3860.jpg","Common Name: Yellow-vented Bulbul Scientific Name: Pycnonotus goiavier","278","22","",""
"3861.jpg","Common Name: Prairie Warbler Scientific Name: Setophaga discolor","404","17","",""
"3862.jpg","Common Name: Eurasian Wryneck Scientific Name: Jynx torquilla","332","20","",""
"3863.jpg","Common Name: Olive-backed Sunbird Scientific Name: Cinnyris jugularis","332","19","",""
"3864.jpg","Common Name: Superb Starling Scientific Name: Lamprotornis superbus","314","19","",""
"3865.jpg","Common Name: Canada Goose Scientific Name: Branta canadensis","314","16","",""
"3866.jpg","Common Name: Rough-legged Hawk Scientific Name: Buteo lagopus","350","17","",""
"3867.jpg","Common Name: Red-backed Sandpiper Scientific Name: Calidris alpina","278","20","",""
"3868.jpg","Common Name: Brown Shrike Scientific Name: Lanius cristatus","332","17","",""
"3869.jpg","Common Name: Common Potoo Scientific Name: Nyctibius griseus","314","20","",""
"387.jpg","Common Name: Eurasian Bullfinch Scientific Name: Pyrrhula pyrrhula","278","22","",""
"3870.jpg","Common Name: Reed Bunting Scientific Name: Emberiza schoeniclus","404","17","",""
"3871.jpg","Common Name: Red-browed Finch Scientific Name: Neochmia temporalis","350","19","",""
"3872.jpg","Common Name: American Flamingo Scientific Name: Phoenicopterus ruber","332","19","",""
"3873.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","332","19","",""
"3874.jpg","Common Name: Purple-crowned Fairywren Scientific Name: Malurus coronatus","332","19","",""
"3875.jpg","Common Name: Rufous Fantail Cuckoo Scientific Name: Rhipidura javanica","296","23","",""
"3876.jpg","Common Name: Spotted Bowerbird Scientific Name: Chlamydera maculata","296","21","",""
"3877.jpg","Common Name: Ovenbird Scientific Name: Seiurus aurocapilla","332","18","",""
"3878.jpg","Common Name: Black Stork Scientific Name: Ciconia nigra","332","17","",""
"3879.jpg","Common Name: Blue-eared Kingfisher Scientific Name: Alcedo meninting","332","21","",""
"388.jpg","Common Name: Coscoroba Swan Scientific Name: Coscoroba coscoroba","332","19","",""
"3880.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","278","16","",""
"3881.jpg","Common Name: Blue-tailed Bee-eater Scientific Name: Merops philippinus","314","20","",""
"3882.jpg","Common Name: Carolina Wren Scientific Name: Thryothorus ludovicianus","314","20","",""
"3883.jpg","Common Name: Kentish Plover Scientific Name: Charadrius alexandrinus","314","21","",""
"3884.jpg","Common Name: Eastern Phoebe Scientific Name: Sayornis phoebe","314","19","",""
"3885.jpg","Common Name: Yellow-throated Warbler Scientific Name: Setophaga dominica","314","20","",""
"3886.jpg","Common Name: Common Raven Scientific Name: Corvus corax","332","16","",""
"3887.jpg","Common Name: White Wagtail Scientific Name: Motacilla alba","314","17","",""
"3888.jpg","Common Name: Common Greenshank Scientific Name: Tringa nebularia","314","19","",""
"3889.jpg","Common Name: Baird's Sandpiper Scientific Name: Calidris bairdii","314","22","",""
"389.jpg","Common Name: Yellow-bellied Sapsucker Scientific Name: Sphyrapicus varius","296","22","",""
"3890.jpg","Common Name: Yellow Warbler Scientific Name: Setophaga petechia","314","18","",""
"3891.jpg","Common Name: Common Merganser Scientific Name: Mergus merganser","314","19","",""
"3892.jpg","Common Name: Northern Flicker Scientific Name: Colaptes auratus","332","18","",""
"3893.jpg","Common Name: White-crowned Sparrow Scientific Name: Zonotrichia leucophrys","314","23","",""
"3894.jpg","Common Name: Yucatan Jay Scientific Name: Cyanocorax yncas","314","20","",""
"3895.jpg","Common Name: Northern Fulmar Scientific Name: Fulmarus glacialis","314","17","",""
"3896.jpg","Common Name: Western Grebe Scientific Name: Aechmophorus occidentalis","332","20","",""
"3897.jpg","Common Name: Common Raven Scientific Name: Corvus corax","314","16","",""
"3898.jpg","Common Name: Yellow-rumped Shama Scientific Name: Copsychus malabaricus","332","21","",""
"3899.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","296","18","",""
"39.jpg","Common Name: Summer Tanager Scientific Name: Piranga rubra","314","16","",""
"390.jpg","Common Name: Barn Swallow Scientific Name: Hirundo rustica","332","16","",""
"3900.jpg","Common Name: Tufted Duck Scientific Name: Aythya fuligula","314","19","",""
"3901.jpg","Common Name: Neotropic Cormorant Scientific Name: Phalacrocorax brasilianus","332","23","",""
"3902.jpg","Common Name: American Crow Scientific Name: Corvus brachyrhynchos","314","20","",""
"3903.jpg","Common Name: Water Thick-knee Scientific Name: Burhinus vermiculatus","314","20","",""
"3904.jpg","Common Name: Eurasian Bullfinch Scientific Name: Pyrrhula pyrrhula","296","22","",""
"3905.jpg","Common Name: Townsend's Warbler Scientific Name: Setophaga townsendi","314","19","",""
"3906.jpg","Common Name: Goliath Heron Scientific Name: Ardea goliath","278","19","",""
"3907.jpg","Common Name: White-crowned Shama Scientific Name: Copsychus malabaricus","278","21","",""
"3908.jpg","Common Name: Grey Wagtail Scientific Name: Motacilla cinerea","332","17","",""
"3909.jpg","Common Name: Spotted Thick-knee Scientific Name: Burhinus capensis","314","19","",""
"391.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","332","19","",""
"3910.jpg","Common Name: Mute Swan Scientific Name: Cygnus olor","332","17","",""
"3911.jpg","Common Name: Yellow-fronted Canary Scientific Name: Serinus mozambicus","404","18","",""
"3912.jpg","Common Name: Herring Gull Scientific Name: Larus argentatus","314","17","",""
"3913.jpg","Common Name: Lazuli Bunting Scientific Name: Passerina amoena","242","18","",""
"3914.jpg","Common Name: Ringed Kingfisher Scientific Name: Megaceryle torquata","314","21","",""
"3915.jpg","Common Name: Brown Thrasher Scientific Name: Toxostoma rufum","278","19","",""
"3916.jpg","Common Name: Woodland Kingfisher Scientific Name: Halcyon senegalensis","386","20","",""
"3917.jpg","Common Name: European Magpie Scientific Name: Pica pica","332","16","",""
"3918.jpg","Common Name: Arctic Tern Scientific Name: Sterna paradisaea","332","17","",""
"3919.jpg","Common Name: Black-tailed Gnatcatcher Scientific Name: Polioptila melanura","386","22","",""
"392.jpg","Common Name: Water Thick-knee Scientific Name: Burhinus vermiculatus","350","20","",""
"3920.jpg","Common Name: Northern Harrier Scientific Name: Circus hudsonius","314","16","",""
"3921.jpg","Common Name: Swamp Sparrow Scientific Name: Melospiza georgiana","314","18","",""
"3922.jpg","Common Name: Anna's Hummingbird Scientific Name: Calypte anna","278","19","",""
"3923.jpg","Common Name: Cliff Swallow Scientific Name: Petrochelidon pyrrhonota","314","20","",""
"3924.jpg","Common Name: American Robin Scientific Name: Turdus migratorius","314","17","",""
"3925.jpg","Common Name: Masked Lapwing Scientific Name: Vanellus miles","314","17","",""
"3926.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","332","19","",""
"3927.jpg","Common Name: Pink-footed Goose Scientific Name: Anser brachyrhynchus","314","21","",""
"3928.jpg","Common Name: Snowy Egret Scientific Name: Egretta thula","314","18","",""
"3929.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","278","21","",""
"393.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","422","19","",""
"3930.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","278","19","",""
"3931.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","314","21","",""
"3932.jpg","Common Name: Black-chinned Hummingbird Scientific Name: Archilochus alexandri","332","22","",""
"3933.jpg","Common Name: European Starling Scientific Name: Sturnus vulgaris","314","17","",""
"3934.jpg","Common Name: Mute Swan Scientific Name: Cygnus olor","332","17","",""
"3935.jpg","Common Name: Black-and-white Warbler Scientific Name: Mniotilta varia","296","21","",""
"3936.jpg","Common Name: Spur-winged Lapwing Scientific Name: Vanellus spinosus","332","21","",""
"3937.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","332","17","",""
"3938.jpg","Common Name: Northern Flicker Scientific Name: Colaptes auratus","314","18","",""
"3939.jpg","Common Name: Brown-headed Cowbird Scientific Name: Molothrus ater","314","18","",""
"394.jpg","Common Name: Pied Kingfisher Scientific Name: Ceryle rudis","404","18","",""
"3940.jpg","Common Name: Indian Cuckoo-Dove Scientific Name: Macropygia phasianella","314","22","",""
"3941.jpg","Common Name: Purple Martin Scientific Name: Progne subis","314","15","",""
"3942.jpg","Common Name: Montagu's Harrier Scientific Name: Circus pygargus","314","19","",""
"3943.jpg","Common Name: Grey Butcherbird Scientific Name: Cracticus torquatus","314","19","",""
"3944.jpg","Common Name: Eurasian Coot Scientific Name: Fulica atra","296","17","",""
"3945.jpg","Common Name: Eastern Bluebird Scientific Name: Sialia sialis","332","17","",""
"3946.jpg","Common Name: Asian Koel Scientific Name: Eudynamys scolopaceus","332","21","",""
"3947.jpg","Common Name: American Crow Scientific Name: Corvus brachyrhynchos","332","20","",""
"3948.jpg","Common Name: Savannah Sparrow Scientific Name: Passerculus sandwichensis","314","17","",""
"3949.jpg","Common Name: Green-crowned Brilliant Scientific Name: Heliodoxa jacula","332","19","",""
"395.jpg","Common Name: Summer Tanager Scientific Name: Piranga rubra","314","16","",""
"3950.jpg","Common Name: Rufous-backed Robin Scientific Name: Turdus rufopalliatus","314","21","",""
"3951.jpg","Common Name: Wattled Jacana Scientific Name: Jacana jacana","314","17","",""
"3952.jpg","Common Name: Rough-legged Hawk Scientific Name: Buteo lagopus","314","17","",""
"3953.jpg","Common Name: Chestnut-backed Chickadee Scientific Name: Poecile rufescens","314","22","",""
"3954.jpg","Common Name: Red-necked Phalarope Scientific Name: Phalaropus lobatus","404","20","",""
"3955.jpg","Common Name: Southern Yellow-billed Hornbill Scientific Name: Tockus leucomelas","332","22","",""
"3956.jpg","Common Name: Barn Swallow Scientific Name: Hirundo rustica","350","16","",""
"3957.jpg","Common Name: Black-headed Weaver Scientific Name: Ploceus melanocephalus","350","20","",""
"3958.jpg","Common Name: Snowy Egret Scientific Name: Egretta thula","422","18","",""
"3959.jpg","Common Name: Oriental Pratincole Scientific Name: Glareola maldivarum","314","20","",""
"396.jpg","Common Name: Rufous-bellied Thrush Scientific Name: Turdus rufiventris","314","23","",""
"3960.jpg","Common Name: Yellow-rumped Shama Scientific Name: Copsychus malabaricus","314","21","",""
"3961.jpg","Common Name: Trumpeter Swan Scientific Name: Cygnus buccinator","332","18","",""
"3962.jpg","Common Name: Egyptian Goose Scientific Name: Alopochen aegyptiaca","332","20","",""
"3963.jpg","Common Name: Yellow-vented Bulbul Scientific Name: Pycnonotus goiavier","332","22","",""
"3964.jpg","Common Name: Eurasian Nuthatch Scientific Name: Sitta europaea","332","18","",""
"3965.jpg","Common Name: Reed Warbler Scientific Name: Acrocephalus scirpaceus","314","20","",""
"3966.jpg","Common Name: Eurasian Wryneck Scientific Name: Jynx torquilla","314","20","",""
"3967.jpg","Common Name: Grey-headed Woodpecker Scientific Name: Picus canus","278","18","",""
"3968.jpg","Common Name: Common Greenshank Scientific Name: Tringa nebularia","332","19","",""
"3969.jpg","Common Name: Eastern Wood-Pewee Scientific Name: Contopus virens","314","19","",""
"397.jpg","Common Name: Western Grebe Scientific Name: Aechmophorus occidentalis","350","20","",""
"3970.jpg","Common Name: Pileated Woodpecker Scientific Name: Dryocopus pileatus","368","20","",""
"3971.jpg","Common Name: Common Grackle Scientific Name: Quiscalus quiscula","350","18","",""
"3972.jpg","Common Name: Snow Goose Scientific Name: Anser caerulescens","332","18","",""
"3973.jpg","Common Name: Black-throated Sparrow Scientific Name: Amphispiza bilineata","314","21","",""
"3974.jpg","Common Name: Eastern Wood-Pewee Scientific Name: Contopus virens","314","19","",""
"3975.jpg","Common Name: Red-cheeked Cordonbleu Scientific Name: Uraeginthus bengalus","314","24","",""
"3976.jpg","Common Name: Pileated Woodpecker Scientific Name: Dryocopus pileatus","332","20","",""
"3977.jpg","Common Name: Yellow-winged Cacique Scientific Name: Psarocolius chrysopterus","332","24","",""
"3978.jpg","Common Name: Brown Shrike Scientific Name: Lanius cristatus","332","17","",""
"3979.jpg","Common Name: Australian Pelican Scientific Name: Pelecanus conspicillatus","314","19","",""
"398.jpg","Common Name: Ringed Kingfisher Scientific Name: Megaceryle torquata","404","21","",""
"3980.jpg","Common Name: Three-toed Woodpecker Scientific Name: Picoides tridactylus","332","23","",""
"3981.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","332","18","",""
"3982.jpg","Common Name: Eastern Phoebe Scientific Name: Sayornis phoebe","314","19","",""
"3983.jpg","Common Name: Black-legged Kittiwake Scientific Name: Rissa tridactyla","296","20","",""
"3984.jpg","Common Name: Savannah Sparrow Scientific Name: Passerculus sandwichensis","278","17","",""
"3985.jpg","Common Name: Yellow-throated Vireo Scientific Name: Vireo flavifrons","260","22","",""
"3986.jpg","Common Name: Southern Masked Weaver Scientific Name: Ploceus velatus","350","19","",""
"3987.jpg","Common Name: American Crow Scientific Name: Corvus brachyrhynchos","278","20","",""
"3988.jpg","Common Name: Yellow-bellied Flycatcher Scientific Name: Conopias cinchoneti","314","23","",""
"3989.jpg","Common Name: Hooded Warbler Scientific Name: Setophaga citrina","350","18","",""
"399.jpg","Common Name: Gila Woodpecker Scientific Name: Melanerpes uropygialis","332","22","",""
"3990.jpg","Common Name: European Magpie Scientific Name: Pica pica","332","16","",""
"3991.jpg","Common Name: Common Myna Scientific Name: Acridotheres tristis","314","19","",""
"3992.jpg","Common Name: Herring Gull Scientific Name: Larus argentatus","332","17","",""
"3993.jpg","Common Name: Lincoln's Sparrow Scientific Name: Melospiza lincolnii","332","19","",""
"3994.jpg","Common Name: Eastern Meadowlark Scientific Name: Sturnella magna","332","17","",""
"3995.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","386","16","",""
"3996.jpg","Common Name: European Magpie Scientific Name: Pica pica","350","16","",""
"3997.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","332","17","",""
"3998.jpg","Common Name: Steller's Jay Scientific Name: Cyanocitta stelleri","332","19","",""
"3999.jpg","Common Name: Purple Martin Scientific Name: Progne subis","368","15","",""
"4.jpg","Common Name: Song Sparrow Scientific Name: Melospiza melodia","296","17","",""
"40.jpg","Common Name: Common Tailorbird Scientific Name: Orthotomus sutorius","332","20","",""
"400.jpg","Common Name: White-rumped Shama Scientific Name: Copsychus malabaricus","368","21","",""
"4000.jpg","Common Name: Manx Shearwater Scientific Name: Puffinus puffinus","278","19","",""
"4001.jpg","Common Name: Grasshopper Sparrow Scientific Name: Ammodramus savannarum","332","22","",""
"4002.jpg","Common Name: Glaucous-winged Gull Scientific Name: Larus glaucescens","278","24","",""
"4003.jpg","Common Name: Chestnut-capped Bunting Scientific Name: Emberiza capensis","332","19","",""
"4004.jpg","Common Name: Masked Lapwing Scientific Name: Vanellus miles","332","17","",""
"4005.jpg","Common Name: Red-necked Phalarope Scientific Name: Phalaropus lobatus","314","20","",""
"4006.jpg","Common Name: Purple Martin Scientific Name: Progne subis","314","15","",""
"4007.jpg","Common Name: Lazuli Bunting Scientific Name: Passerina amoena","314","18","",""
"4008.jpg","Common Name: Carolina Wren Scientific Name: Thryothorus ludovicianus","332","20","",""
"4009.jpg","Common Name: Northern Rough-winged Swallow Scientific Name: Stelgidopteryx serripennis","332","24","",""
"401.jpg","Common Name: Bonaparte's Gull Scientific Name: Chroicocephalus philadelphia","332","22","",""
"4010.jpg","Common Name: Yellow-throated Warbler Scientific Name: Setophaga dominica","314","20","",""
"4011.jpg","Common Name: Red-necked Stint Scientific Name: Calidris ruficollis","314","22","",""
"4012.jpg","Common Name: Boat-tailed Grackle Scientific Name: Quiscalus major","332","18","",""
"4013.jpg","Common Name: White-crowned Shama Scientific Name: Copsychus albospecularis","314","23","",""
"4014.jpg","Common Name: Eurasian Blackcap Scientific Name: Sylvia atricapilla","332","17","",""
"4015.jpg","Common Name: Yellow-winged Cacique Scientific Name: Psarocolius viridis","278","21","",""
"4016.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","422","19","",""
"4017.jpg","Common Name: Peregrine Falcon Scientific Name: Falco peregrinus","332","19","",""
"4018.jpg","Common Name: Common Tailorbird Scientific Name: Orthotomus sutorius","332","20","",""
"4019.jpg","Common Name: Eastern Rosella Scientific Name: Platycercus eximius","332","19","",""
"402.jpg","Common Name: Great Blue Heron Scientific Name: Ardea herodias","110","18","",""
"4020.jpg","Common Name: Yellow-headed Blackbird Scientific Name: Xanthocephalus xanthocephalus","314","23","",""
"4021.jpg","Common Name: Peregrine Falcon Scientific Name: Falco peregrinus","278","19","",""
"4022.jpg","Common Name: Palm Warbler Scientific Name: Setophaga palmarum","332","18","",""
"4023.jpg","Common Name: Canada Goose Scientific Name: Branta canadensis","314","16","",""
"4024.jpg","Common Name: Tundra Swan Scientific Name: Cygnus columbianus","314","18","",""
"4025.jpg","Common Name: Blue Jay Scientific Name: Cyanocitta cristata","332","16","",""
"4026.jpg","Common Name: Killdeer Scientific Name: Charadrius vociferus","314","18","",""
"4027.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","332","20","",""
"4028.jpg","Common Name: Brown-headed Cowbird Scientific Name: Molothrus ater","332","18","",""
"4029.jpg","Common Name: Green Violet-ear Scientific Name: Colibri thalassinus","314","19","",""
"403.jpg","Common Name: White-rumped Shama Scientific Name: Copsychus malabaricus","314","21","",""
"4030.jpg","Common Name: Crimson Finch Scientific Name: Neochmia phaeton","332","17","",""
